Date,Home,Away,Time
Saturday 14 September 2024,Colorado Rockies,Chicago Cubs,20:10
Saturday 14 September 2024,San Francisco Giants,San Diego Padres,21:05
Saturday 14 September 2024,Los Angeles Angels,Houston Astros,21:38
Saturday 14 September 2024,Seattle Mariners,Texas Rangers,21:40
Sunday 15 September 2024,Detroit Tigers,Baltimore Orioles,12:10
Sunday 15 September 2024,Minnesota Twins,Cincinnati Reds,13:05
Sunday 15 September 2024,New York Yankees,Boston Red Sox,13:35
Sunday 15 September 2024,Philadelphia Phillies,New York Mets,13:35
Sunday 15 September 2024,Pittsburgh Pirates,Kansas City Royals,13:35
Sunday 15 September 2024,Washington Nationals,Miami Marlins,13:35
Sunday 15 September 2024,Toronto Blue Jays,St. Louis Cardinals,13:37
Sunday 15 September 2024,Cleveland Guardians,Tampa Bay Rays,13:40
Sunday 15 September 2024,Chicago White Sox,Oakland Athletics,14:10
Sunday 15 September 2024,Colorado Rockies,Chicago Cubs,15:10
Sunday 15 September 2024,San Francisco Giants,San Diego Padres,16:05
Sunday 15 September 2024,Los Angeles Angels,Houston Astros,16:07
Sunday 15 September 2024,Arizona D'Backs,Milwaukee Brewers,16:10
Sunday 15 September 2024,Seattle Mariners,Texas Rangers,16:10
Sunday 15 September 2024,Atlanta Braves,Los Angeles Dodgers,19:10
Monday 16 September 2024,Cleveland Guardians,Minnesota Twins,18:40
Monday 16 September 2024,New York Mets,Washington Nationals,19:10
Monday 16 September 2024,Atlanta Braves,Los Angeles Dodgers,19:20
Monday 16 September 2024,Chicago Cubs,Oakland Athletics,19:40
Monday 16 September 2024,Kansas City Royals,Detroit Tigers,19:40
Monday 16 September 2024,Milwaukee Brewers,Philadelphia Phillies,19:40
Monday 16 September 2024,St. Louis Cardinals,Pittsburgh Pirates,19:45
Monday 16 September 2024,Colorado Rockies,Arizona D'Backs,20:40
Monday 16 September 2024,Los Angeles Angels,Chicago White Sox,21:38
Monday 16 September 2024,San Diego Padres,Houston Astros,21:40
Tuesday 17 September 2024,Baltimore Orioles,San Francisco Giants,18:35
Tuesday 17 September 2024,Cincinnati Reds,Atlanta Braves,18:40
Tuesday 17 September 2024,Cleveland Guardians,Minnesota Twins,18:40
Tuesday 17 September 2024,Miami Marlins,Los Angeles Dodgers,18:40
Tuesday 17 September 2024,Tampa Bay Rays,Boston Red Sox,18:50
Tuesday 17 September 2024,New York Mets,Washington Nationals,19:10
Tuesday 17 September 2024,Chicago Cubs,Oakland Athletics,19:40
Tuesday 17 September 2024,Kansas City Royals,Detroit Tigers,19:40
Tuesday 17 September 2024,Milwaukee Brewers,Philadelphia Phillies,19:40
Tuesday 17 September 2024,St. Louis Cardinals,Pittsburgh Pirates,19:45
Tuesday 17 September 2024,Texas Rangers,Toronto Blue Jays,20:05
Tuesday 17 September 2024,Colorado Rockies,Arizona D'Backs,20:40
Tuesday 17 September 2024,Los Angeles Angels,Chicago White Sox,21:38
Tuesday 17 September 2024,San Diego Padres,Houston Astros,21:40
Tuesday 17 September 2024,Seattle Mariners,New York Yankees,21:40
Wednesday 18 September 2024,Chicago Cubs,Oakland Athletics,14:20
Wednesday 18 September 2024,Colorado Rockies,Arizona D'Backs,15:10
Wednesday 18 September 2024,Los Angeles Angels,Chicago White Sox,16:07
Wednesday 18 September 2024,Baltimore Orioles,San Francisco Giants,18:35
Wednesday 18 September 2024,Cincinnati Reds,Atlanta Braves,18:40
Wednesday 18 September 2024,Cleveland Guardians,Minnesota Twins,18:40
Wednesday 18 September 2024,Miami Marlins,Los Angeles Dodgers,18:40
Wednesday 18 September 2024,San Diego Padres,Houston Astros,18:40
Wednesday 18 September 2024,Tampa Bay Rays,Boston Red Sox,18:50
Wednesday 18 September 2024,New York Mets,Washington Nationals,19:10
Wednesday 18 September 2024,Kansas City Royals,Detroit Tigers,19:40
Wednesday 18 September 2024,Milwaukee Brewers,Philadelphia Phillies,19:40
Wednesday 18 September 2024,St. Louis Cardinals,Pittsburgh Pirates,19:45
Wednesday 18 September 2024,Texas Rangers,Toronto Blue Jays,20:05
Wednesday 18 September 2024,Seattle Mariners,New York Yankees,21:40
Thursday 19 September 2024,Baltimore Orioles,San Francisco Giants,13:05
Thursday 19 September 2024,Cincinnati Reds,Atlanta Braves,13:10
Thursday 19 September 2024,Cleveland Guardians,Minnesota Twins,13:10
Thursday 19 September 2024,Texas Rangers,Toronto Blue Jays,14:35
Thursday 19 September 2024,Seattle Mariners,New York Yankees,16:10
Thursday 19 September 2024,Miami Marlins,Los Angeles Dodgers,16:40
Thursday 19 September 2024,Tampa Bay Rays,Boston Red Sox,18:50
Thursday 19 September 2024,New York Mets,Philadelphia Phillies,19:10
Thursday 19 September 2024,St. Louis Cardinals,Pittsburgh Pirates,19:15
Thursday 19 September 2024,Chicago Cubs,Washington Nationals,19:40
Thursday 19 September 2024,Milwaukee Brewers,Arizona D'Backs,19:40
Thursday 19 September 2024,Houston Astros,Los Angeles Angels,20:10
Friday 20 September 2024,Chicago Cubs,Washington Nationals,14:20
Friday 20 September 2024,Cincinnati Reds,Pittsburgh Pirates,18:40
Friday 20 September 2024,Tampa Bay Rays,Toronto Blue Jays,18:50
Friday 20 September 2024,Baltimore Orioles,Detroit Tigers,19:05
Friday 20 September 2024,Boston Red Sox,Minnesota Twins,19:10
Friday 20 September 2024,Miami Marlins,Atlanta Braves,19:10
Friday 20 September 2024,New York Mets,Philadelphia Phillies,19:10
Friday 20 September 2024,Texas Rangers,Seattle Mariners,20:05
Friday 20 September 2024,Houston Astros,Los Angeles Angels,20:10
Friday 20 September 2024,Kansas City Royals,San Francisco Giants,20:10
Friday 20 September 2024,Milwaukee Brewers,Arizona D'Backs,20:10
Friday 20 September 2024,St. Louis Cardinals,Cleveland Guardians,20:15
Friday 20 September 2024,Oakland Athletics,New York Yankees,21:40
Friday 20 September 2024,San Diego Padres,Chicago White Sox,21:40
Friday 20 September 2024,Los Angeles Dodgers,Colorado Rockies,22:10
Saturday 21 September 2024,Cincinnati Reds,Pittsburgh Pirates,13:10
Saturday 21 September 2024,Chicago Cubs,Washington Nationals,14:20
Saturday 21 September 2024,Baltimore Orioles,Detroit Tigers,16:05
Saturday 21 September 2024,Boston Red Sox,Minnesota Twins,16:10
Saturday 21 September 2024,Miami Marlins,Atlanta Braves,16:10
Saturday 21 September 2024,New York Mets,Philadelphia Phillies,16:10
Saturday 21 September 2024,Tampa Bay Rays,Toronto Blue Jays,16:10
Saturday 21 September 2024,Texas Rangers,Seattle Mariners,19:05
Saturday 21 September 2024,Houston Astros,Los Angeles Angels,19:10
Saturday 21 September 2024,Kansas City Royals,San Francisco Giants,19:10
Saturday 21 September 2024,Milwaukee Brewers,Arizona D'Backs,19:10
Saturday 21 September 2024,St. Louis Cardinals,Cleveland Guardians,19:15
Saturday 21 September 2024,San Diego Padres,Chicago White Sox,20:40
Saturday 21 September 2024,Oakland Athletics,New York Yankees,21:07
Saturday 21 September 2024,Los Angeles Dodgers,Colorado Rockies,21:10
Sunday 22 September 2024,Cincinnati Reds,Pittsburgh Pirates,13:10
Sunday 22 September 2024,Baltimore Orioles,Detroit Tigers,13:35
Sunday 22 September 2024,Boston Red Sox,Minnesota Twins,13:35
Sunday 22 September 2024,Miami Marlins,Atlanta Braves,13:40
Sunday 22 September 2024,New York Mets,Philadelphia Phillies,13:40
Sunday 22 September 2024,Tampa Bay Rays,Toronto Blue Jays,13:40
Sunday 22 September 2024,Houston Astros,Los Angeles Angels,14:10
Sunday 22 September 2024,Kansas City Royals,San Francisco Giants,14:10
Sunday 22 September 2024,Milwaukee Brewers,Arizona D'Backs,14:10
Sunday 22 September 2024,St. Louis Cardinals,Cleveland Guardians,14:15
Sunday 22 September 2024,Chicago Cubs,Washington Nationals,14:20
Sunday 22 September 2024,Texas Rangers,Seattle Mariners,14:35
Sunday 22 September 2024,Oakland Athletics,New York Yankees,16:07
Sunday 22 September 2024,Los Angeles Dodgers,Colorado Rockies,16:10
Sunday 22 September 2024,San Diego Padres,Chicago White Sox,16:10
Monday 23 September 2024,Philadelphia Phillies,Chicago Cubs,18:40
Monday 23 September 2024,Toronto Blue Jays,Boston Red Sox,19:07
Monday 23 September 2024,Houston Astros,Seattle Mariners,20:10
Monday 23 September 2024,Arizona D'Backs,San Francisco Giants,21:40
Tuesday 24 September 2024,Cleveland Guardians,Cincinnati Reds,18:40
Tuesday 24 September 2024,Detroit Tigers,Tampa Bay Rays,18:40
Tuesday 24 September 2024,Philadelphia Phillies,Chicago Cubs,18:40
Tuesday 24 September 2024,Pittsburgh Pirates,Milwaukee Brewers,18:40
Tuesday 24 September 2024,Washington Nationals,Kansas City Royals,18:45
Tuesday 24 September 2024,New York Yankees,Baltimore Orioles,19:05
Tuesday 24 September 2024,Toronto Blue Jays,Boston Red Sox,19:07
Tuesday 24 September 2024,Atlanta Braves,New York Mets,19:20
Tuesday 24 September 2024,Chicago White Sox,Los Angeles Angels,19:40
Tuesday 24 September 2024,Minnesota Twins,Miami Marlins,19:40
Tuesday 24 September 2024,Houston Astros,Seattle Mariners,20:10
Tuesday 24 September 2024,Colorado Rockies,St. Louis Cardinals,20:40
Tuesday 24 September 2024,Arizona D'Backs,San Francisco Giants,21:40
Tuesday 24 September 2024,Oakland Athletics,Texas Rangers,21:40
Tuesday 24 September 2024,Los Angeles Dodgers,San Diego Padres,22:10
Wednesday 25 September 2024,Houston Astros,Seattle Mariners,14:10
Wednesday 25 September 2024,Philadelphia Phillies,Chicago Cubs,18:05
Wednesday 25 September 2024,Cleveland Guardians,Cincinnati Reds,18:40
Wednesday 25 September 2024,Detroit Tigers,Tampa Bay Rays,18:40
Wednesday 25 September 2024,Pittsburgh Pirates,Milwaukee Brewers,18:40
Wednesday 25 September 2024,Washington Nationals,Kansas City Royals,18:45
Wednesday 25 September 2024,New York Yankees,Baltimore Orioles,19:05
Wednesday 25 September 2024,Toronto Blue Jays,Boston Red Sox,19:07
Wednesday 25 September 2024,Atlanta Braves,New York Mets,19:20
Wednesday 25 September 2024,Chicago White Sox,Los Angeles Angels,19:40
Wednesday 25 September 2024,Minnesota Twins,Miami Marlins,19:40
Wednesday 25 September 2024,Colorado Rockies,St. Louis Cardinals,20:40
Wednesday 25 September 2024,Arizona D'Backs,San Francisco Giants,21:40
Wednesday 25 September 2024,Oakland Athletics,Texas Rangers,21:40
Wednesday 25 September 2024,Los Angeles Dodgers,San Diego Padres,22:10
Thursday 26 September 2024,Pittsburgh Pirates,Milwaukee Brewers,12:35
Thursday 26 September 2024,Washington Nationals,Kansas City Royals,13:05
Thursday 26 September 2024,Detroit Tigers,Tampa Bay Rays,13:10
Thursday 26 September 2024,Chicago White Sox,Los Angeles Angels,14:10
Thursday 26 September 2024,Colorado Rockies,St. Louis Cardinals,15:10
Thursday 26 September 2024,Oakland Athletics,Texas Rangers,15:37
Thursday 26 September 2024,New York Yankees,Baltimore Orioles,19:05
Thursday 26 September 2024,Atlanta Braves,New York Mets,19:20
Thursday 26 September 2024,Minnesota Twins,Miami Marlins,19:40
Thursday 26 September 2024,Los Angeles Dodgers,San Diego Padres,22:10
Friday 27 September 2024,Chicago Cubs,Cincinnati Reds,14:20
Friday 27 September 2024,Detroit Tigers,Chicago White Sox,18:40
Friday 27 September 2024,Washington Nationals,Philadelphia Phillies,18:45
Friday 27 September 2024,New York Yankees,Pittsburgh Pirates,19:05
Friday 27 September 2024,Toronto Blue Jays,Miami Marlins,19:07
Friday 27 September 2024,Boston Red Sox,Tampa Bay Rays,19:10
Friday 27 September 2024,Cleveland Guardians,Houston Astros,19:10
Friday 27 September 2024,Atlanta Braves,Kansas City Royals,19:20
Friday 27 September 2024,Colorado Rockies,Los Angeles Dodgers,20:10
Friday 27 September 2024,Milwaukee Brewers,New York Mets,20:10
Friday 27 September 2024,Minnesota Twins,Baltimore Orioles,20:10
Friday 27 September 2024,Los Angeles Angels,Texas Rangers,21:38
Friday 27 September 2024,Arizona D'Backs,San Diego Padres,21:40
Friday 27 September 2024,Seattle Mariners,Oakland Athletics,22:10
Friday 27 September 2024,San Francisco Giants,St. Louis Cardinals,22:15
Saturday 28 September 2024,New York Yankees,Pittsburgh Pirates,13:05
Saturday 28 September 2024,Detroit Tigers,Chicago White Sox,13:10
Saturday 28 September 2024,Minnesota Twins,Baltimore Orioles,14:10
Saturday 28 September 2024,Chicago Cubs,Cincinnati Reds,14:20
Saturday 28 September 2024,Toronto Blue Jays,Miami Marlins,15:07
Saturday 28 September 2024,San Francisco Giants,St. Louis Cardinals,16:05
Saturday 28 September 2024,Washington Nationals,Philadelphia Phillies,16:05
Saturday 28 September 2024,Boston Red Sox,Tampa Bay Rays,16:10
Saturday 28 September 2024,Cleveland Guardians,Houston Astros,18:10
Saturday 28 September 2024,Milwaukee Brewers,New York Mets,19:10
Saturday 28 September 2024,Atlanta Braves,Kansas City Royals,19:20
Saturday 28 September 2024,Arizona D'Backs,San Diego Padres,20:10
Saturday 28 September 2024,Colorado Rockies,Los Angeles Dodgers,20:10
Saturday 28 September 2024,Los Angeles Angels,Texas Rangers,21:38
Saturday 28 September 2024,Seattle Mariners,Oakland Athletics,21:40
Sunday 29 September 2024,Boston Red Sox,Tampa Bay Rays,15:05
Sunday 29 September 2024,New York Yankees,Pittsburgh Pirates,15:05
Sunday 29 September 2024,San Francisco Giants,St. Louis Cardinals,15:05
Sunday 29 September 2024,Washington Nationals,Philadelphia Phillies,15:05
Sunday 29 September 2024,Los Angeles Angels,Texas Rangers,15:07
Sunday 29 September 2024,Toronto Blue Jays,Miami Marlins,15:07
Sunday 29 September 2024,Arizona D'Backs,San Diego Padres,15:10
Sunday 29 September 2024,Cleveland Guardians,Houston Astros,15:10
Sunday 29 September 2024,Colorado Rockies,Los Angeles Dodgers,15:10
Sunday 29 September 2024,Detroit Tigers,Chicago White Sox,15:10
Sunday 29 September 2024,Milwaukee Brewers,New York Mets,15:10
Sunday 29 September 2024,Minnesota Twins,Baltimore Orioles,15:10
Sunday 29 September 2024,Seattle Mariners,Oakland Athletics,15:10
Sunday 29 September 2024,Atlanta Braves,Kansas City Royals,15:20
Sunday 29 September 2024,Chicago Cubs,Cincinnati Reds,15:20
